time;isin;high;low;last;vol#
200605051125;OMX;1054.8;1054.28;1054.61;7888.0039
200605051130;OMX;1054.75;1053.91;1054.75;8016.71
200605051135;OMX;1054.77;1054.13;1054.76;8154.4111
200605051140;OMX;1054.5699;1054;1054.41;8271.6338
200605051145;OMX;1054.37;1053.5;1053.5;8319.9824
200605051150;OMX;1053.9399;1053.29;1053.9399;8425.8877
200605051155;OMX;1053.99;1053.72;1053.99;8578.1221
200605051200;OMX;1054.34;1053.89;1054.34;8626.2197
200605051205;OMX;1053.98;1053.7;1053.98;8759.8906
200605051210;OMX;1053.95;1053.46;1053.95;8831.0869
200605051215;OMX;1054.01;1053.6801;1053.72;8954.1885
200605051220;OMX;1053.6899;1053.08;1053.08;9065.4092
200605051225;OMX;1054.03;1052.9301;1053.85;9094.2598
200605051230;OMX;1054.27;1053.8101;1054.15;9155.5215
200605051235;OMX;1054.3101;1053.2;1054.3101;9298.1328
200605051240;OMX;1055.0601;1054.1899;1054.76;9379.043
200605051245;OMX;1054.87;1054.11;1054.65;9524.5332
200605051250;OMX;1054.71;1054.02;1054.25;9601.7227
200605051255;OMX;1055.13;1054.5699;1054.5699;9695.7559
200605051300;OMX;1054.1;1053.83;1053.89;9793.7979
200605051305;OMX;1054.67;1053.97;1054.37;9885.5
200605051310;OMX;1055.23;1054.9399;1055.23;9912.8125
200605051315;OMX;1055.11;1054.66;1054.66;10019.2275
200605051320;OMX;1054.54;1054.15;1054.54;10083.0332
200605051325;OMX;1054.65;1053.71;1054.65;10162.7363
200605051330;OMX;1054.52;1053.92;1053.92;10231.0156
200605051335;OMX;1054.51;1053.58;1054.51;10293.6992
200605051340;OMX;1054.59;1054.48;1054.48;10344.167
200605051345;OMX;1054.88;1054.14;1054.16;10409.9873
200605051350;OMX;1054.53;1054.36;1054.49;10490.3047
200605051355;OMX;1054.97;1053.8;1054.97;10572.6318
200605051400;OMX;1054.95;1054.21;1054.95;10623.2559
200605051405;OMX;1055.08;1054.22;1055.08;10718.8223
200605051410;OMX;1055.1899;1054.01;1055.1899;10777.4502
200605051415;OMX;1055.28;1054.8199;1055.28;10838.458
200605051420;OMX;1055.28;1054.79;1055.28;10958.0234
200605051425;OMX;1055.12;1054.5;1055.05;11133.8311
200605051430;OMX;1055.5;1054.2;1054.42;11234.4707
200605051435;OMX;1055.85;1055.46;1055.85;11519.3613
200605051440;OMX;1055.72;1053.8;1053.8;11814.7334
200605051445;OMX;1054.74;1054.28;1054.28;11971.4385
200605051450;OMX;1054.5601;1053.66;1054.5601;12085.0225
200605051455;OMX;1054.72;1054.4301;1054.72;12210.6904
200605051500;OMX;1054.6899;1053.99;1054.61;12277.6104
200605051505;OMX;1055.0699;1053.96;1053.96;12404.1416
200605051510;OMX;1055.4301;1054.9;1055.22;12547.0068
200605051515;OMX;1055.63;1054.95;1055.55;12634.416
200605051520;OMX;1055.34;1054.89;1055.34;12732.9316
200605051525;OMX;1055.64;1055.17;1055.34;12905.002
200605051530;OMX;1056;1054.75;1056;13049.7217
200605051535;OMX;1056.1899;1055.41;1056.1899;13296.9639
200605051540;OMX;1056.77;1055.23;1056.12;13485.9854
200605051545;OMX;1056.01;1055.03;1055.03;13952.3809
200605051550;OMX;1056.01;1054.73;1056.01;14044.835
200605051555;OMX;1055.8101;1054.53;1054.53;14189.8984
200605051600;OMX;1055.58;1054.54;1055.58;14330.5049
200605051605;OMX;1055.79;1054.21;1055.2;14554.9717
200605051610;OMX;1055.22;1054.54;1055.02;14709.5596
200605051615;OMX;1054.55;1053.23;1054.4399;14792.4727
200605051620;OMX;1054.97;1054.08;1054.97;14991.3789
200605051625;OMX;1054.96;1054.65;1054.8101;15109.0557
200605051630;OMX;1055.04;1054.21;1054.21;15276.1484
200605051635;OMX;1053.95;1053.12;1053.22;15418.5918
200605051640;OMX;1054.6801;1053.58;1054.6801;15670.5781
200605051645;OMX;1054.29;1053.5;1054.17;15839.3857
200605051650;OMX;1054.9301;1054.22;1054.8101;16069.251
200605051655;OMX;1054.9301;1054.02;1054.9301;16279.8975
200605051700;OMX;1055.9;1054.8;1055.9;16506.3926
200605051705;OMX;1055.9399;1054.6;1054.6;16840.4277
200605051710;OMX;1054.96;1054.28;1054.3;17066.3555
200605051715;OMX;1055.51;1054.65;1055.02;17258.377
200605051720;OMX;1055.35;1054.1;1054.85;17606.6953
200605051725;OMX;1055;1054.88;1055;17954.0742
200605051730;OMX;1055.45;1055.23;1055.45;18269.2246
200605080905;OMX;1060.1;1055.45;1060.1;606.0869
200605080910;OMX;1061.72;1060.4301;1061.3;702.5988
200605080915;OMX;1062.05;1061.11;1061.91;758.9398
200605080920;OMX;1062.8101;1061.86;1062.09;1090.4318
200605080925;OMX;1062.59;1061.4399;1061.4399;1215.6942
200605080930;OMX;1061.96;1060.96;1060.96;1307.6526
200605080935;OMX;1061.3101;1060.42;1060.58;1483.5703
200605080940;OMX;1060.72;1060.22;1060.25;1669.5496
200605080945;OMX;1060.5699;1059.71;1060.03;1730.594
200605080950;OMX;1060.34;1059.73;1059.89;1831.6317
200605080955;OMX;1060.46;1059.99;1060.24;1922.5798
200605081000;OMX;1061.28;1060.28;1060.28;1986.0818
200605081005;OMX;1060.95;1060.42;1060.63;2077.3196
200605081010;OMX;1061.39;1060.5699;1060.6899;2158.8391
200605081015;OMX;1061;1059.6;1060.23;2355.1462
200605081020;OMX;1060.15;1059.33;1060.13;2544.4128
200605081025;OMX;1060.5699;1059.61;1060.5699;2660.4438
200605081030;OMX;1060.52;1059.51;1060.52;2902.2839
200605081035;OMX;1060.14;1059.2;1059.6899;3082.7498
200605081040;OMX;1060.0601;1059.11;1059.89;3274.542
200605081045;OMX;1059.84;1059.51;1059.84;3369.1384
200605081050;OMX;1059.84;1058.9;1058.9;3488.583
200605081055;OMX;1059.49;1058.78;1059.49;3524.905
200605081100;OMX;1060.23;1059.0699;1059.48;3609.1301
200605081105;OMX;1060.1899;1059.55;1059.88;4360.2461
200605081110;OMX;1059.84;1059.71;1059.75;5304.8149
200605081115;OMX;1060.29;1059.67;1060.12;5354.5337
200605081120;OMX;1060.85;1059.77;1059.77;5411.2495
200605081125;OMX;1059.84;1058.91;1058.91;5605.9434
200605081130;OMX;1059.62;1058.67;1058.67;5686.7886
200605081135;OMX;1059.79;1059.17;1059.64;5843.5879
200605081140;OMX;1059.46;1059.03;1059.29;5973.9688
200605081145;OMX;1059.89;1059.3;1059.63;6049.0093
200605081150;OMX;1059.7;1059.01;1059.7;6216.6821
200605081155;OMX;1059.79;1059.63;1059.63;6270.3384
200605081200;OMX;1060.58;1059.51;1059.67;6330.04
200605081205;OMX;1060.22;1059.51;1059.51;6502.6211
200605081210;OMX;1060.41;1059.73;1060.26;6578.3091
200605081215;OMX;1059.91;1058.97;1058.97;6608.085
200605081220;OMX;1060.13;1059.1;1059.91;6682.104
200605081225;OMX;1060.4301;1060.05;1060.4301;6785.4458
200605081230;OMX;1060.36;1059.8;1059.8;6854.9634
200605081235;OMX;1060.5699;1059.6801;1059.6801;6939.1016
200605081240;OMX;1060.46;1059.1;1060.27;7014.5249
200605081245;OMX;1060.6;1059.54;1060.05;7062.7505
200605081250;OMX;1060.53;1059.77;1059.77;7272.9111
200605081255;OMX;1060.41;1059.8101;1060.41;7383.3101
200605081300;OMX;1060.3199;1059.54;1059.72;7424.7729
200605081305;OMX;1060.08;1059.48;1060.02;7497.7856
200605081310;OMX;1059.74;1058.41;1058.41;7645.209
200605081315;OMX;1059.6;1059.05;1059.05;7681.6694
200605081320;OMX;1059.04;1058.05;1058.65;7723.2964
200605081325;OMX;1058.23;1057.13;1057.91;7974.8691
200605081330;OMX;1057.85;1057.6;1057.8;8032.5581
200605081335;OMX;1057.98;1057.52;1057.98;8113.3633
200605081340;OMX;1058.36;1057.2;1058.36;8219.7578
200605081345;OMX;1058.09;1057.14;1057.14;8357.2852
200605081350;OMX;1057.5601;1056.51;1057.4;8459.1846
200605081355;OMX;1057.42;1056.5;1057.11;8544.1592
200605081400;OMX;1057.3101;1056.42;1056.42;8588.8057
200605081405;OMX;1056.78;1055.9301;1056.78;8802.5928
200605081410;OMX;1056.5;1055.51;1055.51;8845.2246
200605081415;OMX;1056.6801;1055.47;1056.6801;8880.8408
200605081420;OMX;1056.99;1055.85;1056.66;9004.2773
200605081425;OMX;1056.65;1055.88;1056.63;9046.3281
200605081430;OMX;1056.89;1056.04;1056.89;9132.0918
200605081435;OMX;1056.9;1055.63;1056.17;9192.7949
200605081440;OMX;1056.25;1056.05;1056.05;9282.0615
200605081445;OMX;1056.35;1055.23;1056.04;9326.791
200605081450;OMX;1056.75;1055.54;1056.35;9460.626
200605081455;OMX;1056.73;1055.38;1056.73;9553.4072
200605081500;OMX;1056.6;1055.1;1056.22;9624.2051
200605081505;OMX;1056.8101;1056.47;1056.8101;9863.4346
200605081510;OMX;1056.95;1055.46;1055.46;9951.4609
200605081515;OMX;1056.08;1055.53;1056.08;9998.4375
200605081520;OMX;1055.9;1055.34;1055.36;10154.2393
200605081525;OMX;1056.15;1055.4399;1055.8199;10254.0742
200605081530;OMX;1056.02;1055.08;1055.08;10326.9473
200605081535;OMX;1056.3101;1055.4;1056.3101;10510.3975
200605081540;OMX;1056.37;1055.63;1055.88;10675.9111
200605081545;OMX;1055.96;1055;1055.9;10795.1494
200605081550;OMX;1056.3199;1055.48;1055.76;10908.0703
200605081555;OMX;1056.66;1055.54;1056.66;10993.7314
200605081600;OMX;1056.49;1055.88;1055.88;11111.8662
200605081605;OMX;1057.08;1055.8199;1056.8101;11291.2139
200605081610;OMX;1056.63;1055.8101;1056.63;11425.9863
200605081615;OMX;1056.25;1056;1056.03;11465.8145
200605081620;OMX;1056.6;1055.76;1056.48;11547.9453
200605081625;OMX;1056.59;1055.53;1056.39;11769.5996
200605081630;OMX;1056.58;1056.12;1056.58;11843.0303
200605081635;OMX;1056.9301;1056.1;1056.1;11982.5146
200605081640;OMX;1056.16;1055.53;1056.16;12120.7373
200605081645;OMX;1056.03;1055.1;1056.03;12256.9346
200605081650;OMX;1054.86;1053.67;1054.84;12481.1162
200605081655;OMX;1054.63;1054.04;1054.63;12632.1084
200605081700;OMX;1054.87;1053.91;1054.62;12781.2363
200605081705;OMX;1054.83;1054.42;1054.83;12948.9395
200605081710;OMX;1055.14;1054.22;1054.6;13177.5781
200605081715;OMX;1054.8199;1054.1801;1054.8199;13312.166
200605081720;OMX;1055.22;1054.5699;1054.66;13608.627
200605081725;OMX;1053.77;1053.48;1053.77;13904.8086
200605081730;OMX;1053.96;1053.76;1053.76;14117.3662
200605090905;OMX;1054.61;1053.23;1053.5699;1653.7448
200605090910;OMX;1055.25;1054.1;1054.6899;1917.5022
200605090915;OMX;1054.79;1054.12;1054.79;2124.1565
200605090920;OMX;1056.1899;1055.52;1056.0601;2460.3279
200605090925;OMX;1056.86;1055.53;1055.53;2622.7407
200605090930;OMX;1055.77;1054.84;1055.53;2700.386
200605090935;OMX;1056.04;1054.95;1055.4;2885
200605090940;OMX;1055.2;1053.6899;1053.6899;2885
200605090945;OMX;1052.64;1051.87;1051.87;3671.8193
200605090950;OMX;1052.03;1049.51;1051.64;4127.2476
200605090955;OMX;1052.6899;1051.9;1051.97;4324.353
200605091000;OMX;1052.95;1051.46;1052.95;4388.5508
200605091005;OMX;1052.27;1051.4301;1051.4301;4539.3911
200605091010;OMX;1052.8101;1051.53;1052.25;4645.3423
200605091015;OMX;1052.64;1051.73;1051.9301;4771.3027
200605091020;OMX;1052.24;1051.17;1051.61;4905.3281
200605091025;OMX;1053.35;1052.3199;1053.35;5048.2637
200605091030;OMX;1053.51;1052.76;1052.84;5138.6055
200605091035;OMX;1053.28;1052.73;1053.28;5269.3013
200605091040;OMX;1053.92;1053.25;1053.73;5348.958
200605091045;OMX;1054.79;1053.0601;1054.79;5512.0723
200605091050;OMX;1054.45;1054.04;1054.11;5737.4141
200605091055;OMX;1054.52;1053.97;1053.97;5800.9395
200605091100;OMX;1054.61;1053.85;1054.61;5851.2627
200605091105;OMX;1055.03;1053.78;1054.36;5919.894
200605091110;OMX;1055.04;1054.55;1054.66;6095.1963
200605091115;OMX;1055.9301;1054.83;1055.35;6210.1118
200605091120;OMX;1055.51;1054.8;1054.8;6593.3076
200605091125;OMX;1054.6899;1054.2;1054.2;6684.7075
200605091130;OMX;1054.7;1054.1;1054.21;6753.0435
200605091135;OMX;1054.67;1054.15;1054.63;6855.7788
200605091140;OMX;1055.48;1054.45;1054.85;6968.75
200605091145;OMX;1054.75;1054.38;1054.59;7027.4233
200605091150;OMX;1055.95;1054.8;1055.95;7102.5752
200605091155;OMX;1055.5601;1054.89;1054.89;7184.5566
200605091200;OMX;1055.4;1055.08;1055.4;7283.4727
200605091205;OMX;1054.8101;1054.29;1054.8;7411.8853
200605091210;OMX;1055.6899;1054.64;1054.92;7482.1011
200605091215;OMX;1055.35;1054.62;1054.85;7545.9126
200605091220;OMX;1055.79;1054.89;1055.6;7651.0659
200605091225;OMX;1055.95;1054.91;1054.96;7737.8696
200605091230;OMX;1055.55;1054.99;1055.55;7831.5811
200605091235;OMX;1056.53;1055.14;1056.53;7912.3081
200605091240;OMX;1056.7;1055.67;1056.7;8082.1943
200605091245;OMX;1056.84;1056.22;1056.84;8190.7041
200605091250;OMX;1056.67;1056.36;1056.4;8256.792
200605091255;OMX;1056.63;1055.92;1056.02;8305.667
200605091300;OMX;1056.14;1055.84;1056.14;8343.5273
200605091305;OMX;1056.63;1055.71;1055.71;8411.9805
200605091310;OMX;1056.1801;1056.09;1056.11;8490.3789
200605091315;OMX;1056.87;1055.76;1055.91;8543.457
200605091320;OMX;1056.28;1055.28;1055.28;8608.3711
200605091325;OMX;1055.92;1055.0601;1055.3199;8677.1807
200605091330;OMX;1055.8;1055.16;1055.53;8709.1709
200605091335;OMX;1055.83;1055.11;1055.54;8738.3057
200605091340;OMX;1056.1899;1054.95;1055.13;8795.3662
200605091345;OMX;1055.79;1055.01;1055.01;8900.9346
200605091350;OMX;1055.88;1054.73;1054.73;8994.8877
200605091355;OMX;1055.0601;1054.6801;1054.6801;9045.4824
200605091400;OMX;1054.9;1054.5;1054.61;9073.165
200605091405;OMX;1055.1899;1054.88;1054.88;9190.5693
200605091410;OMX;1055.37;1054.7;1055.27;9246.5508
200605091415;OMX;1054.8199;1054.53;1054.79;9325.2285
200605091420;OMX;1055.39;1054.58;1055.39;9396.3506
200605091425;OMX;1055.22;1054.5;1054.85;9500.4258
200605091430;OMX;1054.73;1054.12;1054.22;9626.1895
200605091435;OMX;1054.76;1053.83;1053.83;9690.8486
200605091440;OMX;1055.3101;1053.79;1054.87;9918.8496
200605091445;OMX;1055.13;1054.75;1055.13;9986.3027
200605091450;OMX;1056.4399;1054.4301;1054.4301;10181.4424
200605091455;OMX;1054.7;1053.91;1054.59;10317.3828
200605091500;OMX;1054.71;1053.92;1053.92;10394.5117
200605091505;OMX;1054.17;1053.75;1054.17;10463.2637
200605091510;OMX;1054.49;1053.78;1054.0601;10592.4512
200605091515;OMX;1054.11;1053.74;1054.11;10689.583
200605091520;OMX;1053.79;1053.27;1053.79;10831.5
200605091525;OMX;1053.51;1052.4;1052.54;10953.9209
200605091530;OMX;1053.73;1052.73;1053.5699;11094.7344
200605091535;OMX;1052.85;1051.54;1051.54;11260.1006
200605091540;OMX;1052.9;1051.92;1052.9;11454.5527
200605091545;OMX;1052.8199;1051.88;1052.39;11516.5527
200605091550;OMX;1052.97;1052.7;1052.96;11626.5605
200605091555;OMX;1052.65;1052.15;1052.15;11717.627
200605091600;OMX;1052.4;1051.25;1051.3199;11904.2686
200605091605;OMX;1051.83;1051.12;1051.66;12084.6514
200605091610;OMX;1052.1899;1050.85;1052.11;12203.4326
200605091615;OMX;1052.95;1051.3101;1052.95;12506.8594
200605091620;OMX;1053.1;1051.98;1052.15;12678.3682
200605091625;OMX;1052.87;1052.0601;1052.5699;12720.7744
200605091630;OMX;1052.03;1051.72;1052.03;12983.918
200605091635;OMX;1052.61;1051.9;1051.99;13164.79
200605091640;OMX;1052.85;1052.13;1052.85;13327.1504
200605091645;OMX;1053.4301;1052.66;1052.99;13459.2314
200605091650;OMX;1053.8199;1052.1801;1052.97;13858.7939
200605091655;OMX;1054.14;1053.01;1053.01;13996.6084
200605091700;OMX;1054.9;1052.73;1054.9;14322.1006
200605091705;OMX;1054.96;1054.16;1054.51;14585.7607
200605091710;OMX;1054.65;1053.98;1054.11;14773.1367
200605091715;OMX;1056.46;1055.1;1055.14;15063.9238
200605091720;OMX;1055.41;1054.49;1055.41;15442.7881
200605091725;OMX;1054.8199;1054.49;1054.49;15837.7842
200605091730;OMX;1054.37;1054.12;1054.12;16123.9521
200605100905;OMX;1054.97;1053.9301;1053.9301;772.236
200605100910;OMX;1055.51;1054.33;1055.23;1000.5621
200605100915;OMX;1055.71;1054.54;1055.71;1122.084
200605100920;OMX;1056.03;1055.1;1055.42;1245.3524
200605100925;OMX;1055.4399;1054.5699;1055.41;1332.2205
200605100930;OMX;1055.75;1054.95;1055.75;1490.7498
200605100935;OMX;1055.4301;1054.67;1055.4301;1749.3635
200605100940;OMX;1056.3101;1055.46;1056.1801;1824.2422
200605100945;OMX;1055.7;1054.0699;1054.0699;2056.7925
200605100950;OMX;1054.74;1053.95;1053.95;2291.1687
200605100955;OMX;1054.6;1053.72;1053.72;2355.7461
200605101000;OMX;1054.28;1053.5;1054.28;2475.8259
200605101005;OMX;1054.64;1054.14;1054.14;2589.6343
200605101010;OMX;1054.88;1054.2;1054.88;2790.144
200605101015;OMX;1055.16;1054.0699;1054.91;2882.644
200605101020;OMX;1054.86;1054.3199;1054.3199;3011.1316
200605101025;OMX;1055.55;1054.6899;1055.1899;3081.1821
200605101030;OMX;1055.3199;1054.63;1054.63;3134.9009
200605101035;OMX;1055.6899;1054.64;1055.6899;3264.8499
200605101040;OMX;1055.97;1055.29;1055.97;3555.7786
200605101045;OMX;1055.33;1054.98;1055.0699;3622.7856
200605101050;OMX;1056.11;1054.71;1054.71;3776.292
200605101055;OMX;1054.96;1054.2;1054.2;4045.9932
200605101100;OMX;1054.3101;1053.45;1054.3101;4116.979
200605101105;OMX;1055.25;1054.0601;1054.0601;4231.9707
200605101110;OMX;1054.39;1053.28;1053.28;4366.459
200605101115;OMX;1053.77;1053.16;1053.16;4403.3555
200605101120;OMX;1053.8199;1053.03;1053.6899;4492.1343
200605101125;OMX;1054.67;1053.63;1054.67;4562.1875
200605101130;OMX;1055.53;1053.99;1054.72;4680.4277
200605101135;OMX;1055;1053.9399;1054.54;4815.3438
200605101140;OMX;1055.09;1054.21;1054.64;4895.0313
200605101145;OMX;1054.9;1054.11;1054.11;4923.8125
200605101150;OMX;1055.11;1054.23;1055.11;4993.0679
200605101155;OMX;1055.66;1054.53;1054.88;5059.0356
200605101200;OMX;1055.38;1054.66;1054.66;5127.2559
200605101205;OMX;1055.6;1054.45;1055.34;5212.8452
200605101210;OMX;1055.7;1055.11;1055.7;5261.7441
200605101215;OMX;1055.91;1055.5699;1055.6801;5339.6123
200605101220;OMX;1056.54;1055.75;1055.8199;5472.7925
200605101225;OMX;1056.58;1055.47;1055.47;5530.6567
200605101230;OMX;1055.97;1055.52;1055.97;5588.7139
200605101235;OMX;1055.92;1055.54;1055.72;5693.6543
200605101240;OMX;1056.4399;1055.5699;1056.4399;5745.4189
200605101245;OMX;1056.46;1055.67;1055.72;5761.623
200605101250;OMX;1056.23;1055.42;1055.55;5813.9097
200605101255;OMX;1056.22;1055.4399;1055.4399;5838.2959
200605101300;OMX;1055.95;1055.17;1055.53;5936.687
200605101305;OMX;1055.6899;1054.9301;1055.02;5967.959
200605101310;OMX;1055.99;1054.67;1054.88;5997.8408
200605101315;OMX;1055.48;1054.85;1055.11;6027.2183
200605101320;OMX;1055.54;1054.66;1054.66;6129.5132
200605101325;OMX;1055.08;1054.45;1054.45;6287.9673
200605101330;OMX;1055.7;1054.55;1055.7;6329.9019
200605101335;OMX;1055.02;1054.73;1054.9399;6367.3047
200605101340;OMX;1055.15;1054.85;1054.85;6414.645
200605101345;OMX;1055;1054.54;1054.54;6454.7075
200605101350;OMX;1055.42;1054.58;1054.98;6517.54
200605101355;OMX;1055.47;1054.4;1054.4;6566.6392
200605101400;OMX;1055.09;1054.47;1054.58;6697.3804
200605101405;OMX;1055.29;1054.58;1054.75;6786.1831
200605101410;OMX;1055.59;1054.53;1055.59;6843.9722
200605101415;OMX;1055.9399;1054.99;1055.9399;6904.0967
200605101420;OMX;1056.29;1055;1055.08;6988.6465
200605101425;OMX;1055.45;1055.12;1055.25;7015.729
200605101430;OMX;1055.61;1055.01;1055.4;7078.7388
200605101435;OMX;1055.23;1054.76;1055.23;7151.3042
200605101440;OMX;1055.09;1054.72;1054.96;7239.2842
200605101445;OMX;1055.3;1054.41;1054.41;7335.5015
200605101450;OMX;1054.35;1054.09;1054.1899;7449.9019
200605101455;OMX;1055.4;1054.4301;1055.4;7585.1968
200605101500;OMX;1055.1801;1054.1801;1054.21;7633.6157
200605101505;OMX;1054.37;1054.05;1054.05;7725.9277
200605101510;OMX;1054.39;1054.01;1054.2;8060.2686
200605101515;OMX;1054.86;1054.34;1054.64;8172.3008
200605101520;OMX;1055.4;1054.48;1055.2;8325.9092
200605101525;OMX;1054.9399;1054.35;1054.35;8420.3906
200605101530;OMX;1055.08;1054.26;1054.6;8480.4004
200605101535;OMX;1054.49;1053.59;1053.83;8569.8564
200605101540;OMX;1054.49;1054.05;1054.1801;8800.0225
200605101545;OMX;1055.38;1053.9399;1055.38;8962.1113
200605101550;OMX;1055.54;1054.6899;1054.6899;9125.0098
200605101555;OMX;1055.11;1054.09;1054.35;9310.9619
200605101600;OMX;1055.54;1054.53;1054.53;9454.165
200605101605;OMX;1054.59;1054.13;1054.59;9835.7266
200605101610;OMX;1055.04;1054.41;1054.41;9988.1777
200605101615;OMX;1055.75;1054.58;1055.75;10094.8945
200605101620;OMX;1055.13;1054.75;1054.75;10245.8301
200605101625;OMX;1055.29;1054.74;1055.21;10427.0654
200605101630;OMX;1055.54;1054.3199;1054.3199;10553.5693
200605101635;OMX;1054.6899;1054.33;1054.58;10803.4863
200605101640;OMX;1055.2;1054.5699;1055.2;10954.21
200605101645;OMX;1055.26;1054.38;1055.25;11115.1436
200605101650;OMX;1054.87;1054.15;1054.15;11438.2383
200605101655;OMX;1052.62;1049.87;1050.16;12184.6143
200605101700;OMX;1051.21;1049.91;1049.91;12578.9629
200605101705;OMX;1050.71;1049.21;1049.21;13070.1016
200605101710;OMX;1048.9;1047.28;1047.76;13572.5625
200605101715;OMX;1047.4399;1046.74;1046.74;13741.5273
200605101720;OMX;1047.52;1046.03;1046.8199;14351.248
200605101725;OMX;1046.46;1046.22;1046.46;15191.7549
200605101730;OMX;1047.24;1047.24;1047.24;15456.623
200605110905;OMX;1047.24;1045.11;1045.11;838.9703
200605110910;OMX;1046.84;1045.25;1046.74;1012.6375
200605110915;OMX;1047.17;1046.29;1047.17;1222.1798
200605110920;OMX;1047.3;1046.62;1047.0699;1359.5059
200605110925;OMX;1048.97;1047.5;1048.97;1617.5647
200605110930;OMX;1050.66;1049.71;1050.66;1775.7748
200605110935;OMX;1051.49;1050.76;1051.3101;1913.3025
200605110940;OMX;1052.89;1050.87;1052.89;2292.9119
200605110945;OMX;1052.83;1051.3101;1051.3101;2491.0317
200605110950;OMX;1051.91;1051.55;1051.5601;2820.75
200605110955;OMX;1051.36;1050.91;1051.11;3344.4602
200605111000;OMX;1051.52;1051.2;1051.24;3561.2869
200605111005;OMX;1050.83;1050.6801;1050.8199;3666.5774
200605111010;OMX;1051.01;1050.61;1050.71;3757.7485
200605111015;OMX;1050.8199;1050.54;1050.55;3846.2197
200605111020;OMX;1050.8199;1050.42;1050.8199;3923.8933
200605111025;OMX;1050.77;1050.33;1050.33;3990.2617
200605111030;OMX;1051.36;1050.75;1050.86;4098.2539
200605111035;OMX;1051.77;1050.74;1051.42;4379.2324
200605111040;OMX;1051.91;1051.09;1051.17;4459.4072
200605111045;OMX;1051.45;1050.77;1051.45;4491.7314
200605111050;OMX;1051.51;1051.24;1051.24;4554.9536
200605111055;OMX;1051.21;1050.54;1050.64;5488.4087
200605111100;OMX;1051.09;1050.52;1051.09;5634.8066
200605111105;OMX;1051.8199;1050.62;1051.8199;5749.2827
200605111110;OMX;1050.97;1049.97;1050.97;5844.9028
200605111115;OMX;1051.3101;1051.04;1051.3;6005.125
200605111120;OMX;1051.77;1051.08;1051.08;6218.7236
200605111125;OMX;1051.27;1050.72;1051.27;6404.1235
200605111130;OMX;1051.14;1050.88;1051.03;6508.064
200605111135;OMX;1050.99;1050.23;1050.58;6657.4546
200605111140;OMX;1051.49;1050.91;1051.49;6716.1045
200605111145;OMX;1051.4399;1050.25;1050.3;6822.9326
200605111150;OMX;1050.62;1050.4301;1050.62;6919.0464
200605111155;OMX;1051.28;1050.76;1050.76;7007.4448
200605111200;OMX;1050.95;1050.04;1050.04;7090.2646
200605111205;OMX;1051.41;1050.02;1051.1899;7136.9849
200605111210;OMX;1050.8;1050.1899;1050.1899;7183.1563
200605111215;OMX;1050.35;1049.62;1049.95;7233.3633
200605111220;OMX;1049.6;1048.79;1049.6;7366.8438
200605111225;OMX;1050.28;1049.6899;1050.12;7490.9585
200605111230;OMX;1050.45;1049.88;1050.45;7563.7896
200605111235;OMX;1050.62;1049.77;1050.62;7690.4268
200605111240;OMX;1051.4;1050.67;1050.67;7744.9497
200605111245;OMX;1050.9301;1049.95;1049.95;7813.1074
200605111250;OMX;1050.63;1050.0699;1050.17;7866.1074
200605111255;OMX;1050.66;1049.72;1050.15;7896.252
200605111300;OMX;1050.74;1050.16;1050.53;7921.3799
200605111305;OMX;1050.79;1050.02;1050.72;8008.6333
200605111310;OMX;1051.04;1049.85;1051.04;8074.4053
200605111315;OMX;1051.27;1050.39;1050.9301;8145.6382
200605111320;OMX;1051.51;1050.54;1050.54;8208.3174
200605111325;OMX;1050.91;1050.01;1050.11;8308.9775
200605111330;OMX;1050.78;1049.99;1050.78;8358.3643
200605111335;OMX;1050.91;1050.23;1050.52;8516.0518
200605111340;OMX;1051.58;1050.66;1051.55;8538.1445
200605111345;OMX;1051.71;1050.9399;1051.37;8608.9004
200605111350;OMX;1051.22;1049.47;1049.47;8758.7363
200605111355;OMX;1049.98;1048.5699;1048.99;8930.6709
200605111400;OMX;1049.75;1048.83;1049.59;9031.3789
200605111405;OMX;1049.5601;1048.96;1049.47;9076.2744
200605111410;OMX;1049.76;1048.76;1049.65;9140.6543
200605111415;OMX;1049;1048.39;1048.5;9224.6035
200605111420;OMX;1049.03;1048.46;1048.86;9421.8594
200605111425;OMX;1048.98;1048.45;1048.98;9524.9482
200605111430;OMX;1049.1899;1049.13;1049.15;9595.4072
200605111435;OMX;1050.54;1049.4301;1050.35;9800.0957
200605111440;OMX;1050.59;1050.3101;1050.59;10002.2588
200605111445;OMX;1050.84;1050.51;1050.7;10116.4033
200605111450;OMX;1050.59;1049.8199;1049.8199;10374.9453
200605111455;OMX;1050.3;1049.3101;1050.3;10451.8271
200605111500;OMX;1050.37;1049.9;1050.3101;10518.4258
200605111505;OMX;1050.0601;1049.23;1050.0601;10599.3145
200605111510;OMX;1050.1;1049.45;1050.1;10631.1494
200605111515;OMX;1049.9;1048.99;1048.99;10669.4814
200605111520;OMX;1049.96;1048.8199;1049.77;10783.4365
200605111525;OMX;1050.24;1049.12;1050.24;10885.6143
200605111530;OMX;1050.25;1049.66;1049.78;11052.8291
200605111535;OMX;1049.88;1048.92;1048.92;11287.1406
200605111540;OMX;1048.91;1048.42;1048.66;11518.0488
200605111545;OMX;1049.6899;1048.34;1049.65;11802.4355
200605111550;OMX;1049.6899;1047.4399;1047.4399;12132.999
